,CUSTOMER_ID,CUSTOMER_NAME,SSN,AGE,CUSTOMER_EDUCATION_LEVEL,ADDRESS_LINE1,ADDRESS_LINE2,CITY,POSTAL_CODE,MARITAL_STATUS,NO_OF_FAMILY_MEMBERS,EMPLOYMENT_STATUS,HOUSE_TYPE
4561,A00001854,Steven Rodriguez,193-12-6446,59,Bachelor,5614 Kipling Parkway,#404,Arvada,80002,Y,2,Y,Rent
4562,A00005058,Tabitha Janick,485-93-7035,50,High School,319 West Silverwood Drive,,Midwest City,73110,Y,4,Y,Mortgage
4563,A00004968,Paul Alejo,864-11-6875,31,College,10508 Kovats Court,,Louisville,40223,Y,5,Y,Own
4564,A00004222,Sharlene Clark,311-59-2400,27,College,3722 Kisling Loop,,Tyndall Air Force Base,32403,Y,7,Y,Own
4565,A00001567,John Cornett,262-09-0333,62,Masters,800 West Street,,Panama City,32404,Y,2,Y,Rent
4566,A00000166,Carlton Askew,766-23-2756,25,Bachelor,8423 Pioneer Drive,,Severn,21144,N,4,Y,Mortgage
4567,A00006396,Frances Wright,030-13-4882,49,Bachelor,2310 Donleigh Court,,Louisville,40222,Y,7,Y,Own
4568,A00003939,Helen Lannon,466-70-2889,40,Bachelor,7800 River Mist Avenue,,Bakersfield,93313,Y,5,Y,Mortgage
4569,A00004122,Christopher Galyen,501-74-1582,39,PhD,2079 Nashboro Boulevard,,Nashville,37217,Y,2,Y,Rent
4570,A00006153,John Ingram,233-28-6055,38,High School,9321 Amy Lane,,Panama City Beach,32407,Y,2,Y,Rent
4571,A00008802,Julie Rinehart,001-70-3151,62,Bachelor,1106 Mission Drive,,Antioch,94509,N,3,N,Rent
4572,A00004362,Carrie Clark,177-02-5159,56,High School,6005 Tamarack Drive,,Montgomery,36117,N,4,Y,Rent
4573,A00000726,Elizabeth Kahl,719-67-3704,37,College,17722 North 79th Avenue,#1135,Glendale,85308,N,6,Y,Mortgage
4574,A00004977,Teresa Fetner,878-50-9191,58,High School,557 West Willoughby Road,,Fayetteville,72701,Y,5,Y,Mortgage
4575,A00001418,Melanie Smith,276-49-4610,27,College,7841 North 59th Lane,#G37,Glendale,85301,N,2,Y,Mortgage
4576,A00008561,Marianna Mcgee,698-08-5945,34,College,12 Red Fox Drive,,Savannah,31419,Y,2,Y,Rent
4577,A00006466,Elizabeth Summers,272-85-1756,34,High School,7256 West 84th Way,#918,Arvada,80003,N,2,N,Mortgage
4578,A00001145,Albert Norris,420-22-0169,54,Bachelor,2765 North Barcelona Avenue,,Fayetteville,72703,Y,5,Y,Mortgage
4579,A00009607,Leslie Roberts,628-64-4171,40,College,2063 Notchbrook Road,,Stowe,5672,Y,4,Y,Mortgage
4580,A00004623,Robert Krantz,814-72-5068,38,High School,306 Rural Hill Court,,Nashville,37217,Y,3,Y,Rent
4581,A00000560,Christopher Milliken,047-73-1945,47,College,8614 Surf Drive,,Panama City,32408,Y,4,Y,Rent
4582,A00009070,Jennie Hinzman,346-54-7258,28,,218 Saint Antons Way,,Arnold,21012,Y,3,Y,Own
4583,A00004643,Edward Bair,487-70-2211,38,,7931 West 55th Avenue,#219,Arvada,80002,Y,4,Y,Rent
4584,A00002844,James Gannon,795-02-0459,41,Masters,7060 Eastern Avenue,,Washington,20012,Y,7,Y,Mortgage
4585,A00002141,Julie Deschamps,790-74-9238,47,Masters,11724 Rushmore,,Oklahoma City,73162,Y,3,Y,Mortgage
4586,A00005857,Karen Neal,482-90-4335,29,,420 D Street Northwest,,Ardmore,73401,Y,3,Y,Mortgage
4587,A00004220,Kenneth Riley,009-99-4946,27,High School,2613 Cottonwood Street,,Anchorage,99508,Y,7,Y,Rent
4588,A00006459,Dennis Gowers,281-13-1969,29,PhD,1002 Cedar Ridge Court,,Annapolis,21403,Y,4,Y,Rent
4589,A00009312,Betty Lico,612-05-5817,61,Bachelor,1250 Pram Place,,Annapolis,21403,Y,7,Y,Mortgage
4590,A00002518,Pauline Thomas,145-84-4036,54,High School,15 Mystic Avenue,#1,Medford,2155,N,4,Y,Rent
4591,A00001158,Kathleen Sims,140-73-8882,27,Bachelor,5843 West McLellan Road,,Glendale,85301,Y,2,Y,Own
4592,A00007252,Lydia Dawson,899-78-0449,52,Masters,505 North Washington Avenue,,Fayetteville,72701,Y,2,Y,Mortgage
4593,A00009638,Leroy Sierra,210-88-6481,50,High School,2209 June Drive,,Nashville,37214,Y,3,Y,Rent
4594,A00004920,Donnell Antoine,007-17-9343,40,,4300 Kansas Avenue Northwest,,Washington,20011,Y,3,Y,Mortgage
4595,A00006762,Carolyn Moyers,694-05-3498,61,High School,1330 North Mission Boulevard,,Fayetteville,72701,Y,7,Y,Rent
4596,A00004757,Nadine Cefalu,545-83-9355,42,Masters,701 West 36th Avenue,#STE 000012,Anchorage,99503,Y,2,Y,Own
4597,A00009984,Judy Wyche,140-73-1143,60,,4602 West Luke Avenue,,Glendale,85301,Y,4,Y,Mortgage
4598,A00005475,Jeffrey Siemering,113-71-9010,32,High School,307 Joel Street,,Pooler,31322,Y,6,N,Mortgage
4599,A00007946,Joshua Burns,876-60-5913,57,Masters,211 Oak Street,,Manchester,6040,N,5,Y,Mortgage
4600,A00008218,Sharon Webb,750-16-4426,47,High School,1815 Grove Hill Lane,,Montgomery,36106,N,6,Y,Own
4601,A00002119,James Stonecipher,777-38-2392,37,Bachelor,502 Main Street,,Walpole,2081,Y,5,Y,Rent
4602,A00002201,Margorie Frey,138-81-5067,37,Masters,4408 Bonaparte Boulevard,,Midwest City,73110,Y,5,Y,Own
4603,A00009113,Rosalyn Taylor,857-75-1299,48,Bachelor,3115 Cherokee Drive,,Fayetteville,72701,Y,2,Y,Rent
4604,A00004500,Isabelle Murphy,571-23-5284,45,High School,3041 West Marigold Drive,,Fayetteville,72704,Y,5,Y,Mortgage
4605,A00003015,Luis Lichtenfeld,638-12-2400,32,Masters,2741 31st Place Northeast,,Washington,20018,Y,4,Y,Mortgage
4606,A00006413,Danny Bridges,002-95-0368,60,High School,2755 Country Drive,#244,Fremont,94536,Y,7,Y,Mortgage
4607,A00007093,Charlie Stokes,540-85-0707,51,PhD,74 Springfield Street,B,Agawam,1001,Y,2,Y,Own
4608,A00006045,Taylor Mitchell,126-59-4697,40,College,2209 June Drive,,Nashville,37214,Y,6,Y,Mortgage
4609,A00000182,Jonathan Guzman,576-04-8933,36,Bachelor,5685 Express Drive,,Montgomery,36116,Y,5,Y,Own
4610,A00001476,David Bentley,446-05-4771,25,Bachelor,4695 East Huntsville Road,,Fayetteville,72701,Y,7,Y,Rent
4611,A00005947,Sharon Bowles,114-42-4280,58,Bachelor,6460 Lacrosse Lane,,Glen Burnie,21061,Y,2,Y,Rent
4612,A00002907,Meghan Jones,299-07-5153,30,Bachelor,2075 Archer Drive,,Fayetteville,72701,N,4,Y,Mortgage
4613,A00007607,Morris Vautour,074-53-0213,62,Bachelor,332 33rd Avenue North,,Nashville,37209,Y,5,Y,Rent
4614,A00008622,Eula Conner,534-70-3860,28,Masters,281 MacArthur Boulevard,,Oakland,94610,N,5,Y,Rent
4615,A00002535,Pedro Booker,601-02-2157,30,Masters,6789 West 70th Avenue,,Arvada,80003,Y,2,Y,Rent
4616,A00007326,Mario Nadeau,354-63-5268,51,Bachelor,5634 Kipling Parkway,#102,Arvada,80002,N,7,Y,Mortgage
4617,A00000336,Bobby Wall,441-36-1815,31,Masters,8800 Cordell Circle,#APT 000003,Anchorage,99502,N,7,Y,Rent
4618,A00006897,Danielle Sarris,051-63-7797,45,Bachelor,1403 Robinson Road,,Nashville,37138,N,4,Y,Own
4619,A00003169,Audrey Barrett,215-08-0996,34,Masters,2335 Orchard View Lane,,Escondido,92027,Y,6,Y,Mortgage
4620,A00007037,George Nott,473-93-5234,25,High School,8772 West 79th Avenue,,Arvada,80005,Y,2,Y,Rent
4621,A00009634,Michael Wilson,364-16-1273,33,Bachelor,70 East Terrace,,South Burlington,5403,Y,3,Y,Own
4622,A00002974,Casey Chase,783-77-4133,51,High School,565 North Lakeshore Drive,,Panama City Beach,32413,Y,2,Y,Mortgage
4623,A00007597,Steven Seibert,733-17-0494,58,High School,2063 Notchbrook Road,,Stowe,5672,Y,2,N,Mortgage
4624,A00006603,Kathryn Mallin,765-84-0789,39,,6215 Sheridan Boulevard,,Arvada,80003,Y,4,N,Rent
4625,A00001461,Alma Zapata,813-52-3462,49,High School,5124 Williston Road,,Williston,5495,N,6,Y,Mortgage
4626,A00002188,Linda Pereira,421-24-2270,63,High School,17020 West 64th Drive,,Arvada,80007,N,3,Y,Mortgage
4627,A00000137,Priscilla Eisenberg,823-66-3268,36,Bachelor,1822 North Grand Avenue,,Pueblo,81003,Y,3,Y,Mortgage
4628,A00008013,Mary Hogan,847-72-2207,62,Bachelor,1850 Berryhill Place,,Montgomery,36117,Y,3,N,Rent
4629,A00004048,James Casillas,091-28-2387,25,Bachelor,4341 Ponds Street Northeast,,Washington,20019,N,3,Y,Own
4630,A00009600,Winston Lindner,239-69-5649,34,College,129 Lark Lane,,Farmington,72730,N,3,Y,Mortgage
4631,A00006919,Todd Singleton,618-89-1215,38,College,1219 North Storer Avenue,#66,Fayetteville,72703,Y,6,Y,Rent
4632,A00002133,Jack Austin,353-16-7928,26,High School,7 Vantine Avenue,,Alburgh,5440,Y,4,Y,Rent
4633,A00007284,Kim Dixon,637-12-7100,55,College,2115 Northwest 22nd Street,,Oklahoma City,73107,N,7,Y,Own
4634,A00008808,Sally Stroud,345-62-8119,48,,5330 Shaun Circle,#APT 000002,Anchorage,99507,Y,5,Y,Rent
4635,A00002802,Michael Mccarthy,804-80-0573,28,Bachelor,7529 West 72nd Avenue,#4,Arvada,80003,Y,6,N,Mortgage
4636,A00008453,William Settle,745-58-5147,57,Bachelor,77 Gerald Drive,,Manchester,6040,N,5,Y,Mortgage
4637,A00007730,Robin Baseler,688-33-7943,27,Bachelor,2755 Country Drive,#244,Fremont,94536,Y,2,Y,Mortgage
4638,A00001628,Carla Martinez,232-13-3190,31,,1267 Martin Street,#203,Nashville,37203,Y,5,Y,Mortgage
4639,A00002512,Lance Davis,596-50-1070,62,PhD,1431 King George Boulevard,#21-C,Savannah,31419,N,4,Y,Mortgage
4640,A00002705,Betty Rodriguez,835-18-9569,37,College,1200 S Street,,Anchorage,99501,Y,6,Y,Mortgage
4641,A00007496,Kenneth Johnson,133-87-9058,62,Masters,1265 Southeast 23rd Terrace,,Oklahoma City,73129,N,6,Y,Rent
4642,A00000455,Michael Vagliardo,797-55-3077,49,Bachelor,7002 South Bryant Avenue,,Oklahoma City,73149,Y,3,N,Rent
4643,A00003297,Phyllis Wood,810-80-1251,61,,1261 Sioux Terrace,,Nashville,37115,Y,2,Y,Mortgage
4644,A00003948,David Boyce,674-06-0717,47,Bachelor,4000 Beth Manor Drive,,Montgomery,36109,N,5,Y,Mortgage
4645,A00000950,Kathy Richards,435-86-2267,27,High School,82 Queen Court,,Manchester,6040,Y,6,Y,Mortgage
4646,A00004232,Branden Hall,622-40-8484,44,High School,324 East Drive,,Montgomery,36113,N,3,Y,Rent
4647,A00000307,Charles Drakeford,596-49-8854,45,,87 Horseshoe Drive,,West Windsor,5037,Y,2,N,Rent
4648,A00005719,David Ramos,563-66-0496,31,Bachelor,105 Hunt Club Court,,Savannah,31406,N,6,Y,Mortgage
4649,A00002161,Lisa Lamblin,691-76-7036,29,Bachelor,394 Hilltop Lane,,Annapolis,21403,N,4,Y,Rent
4650,A00006595,Lynn Diaz,588-81-0170,49,MD,1911 East 58th Avenue,,Anchorage,99507,N,5,Y,Own
4651,A00001807,Paul Teodoro,851-13-3323,56,Bachelor,2212 Greenville Street,,Montgomery,36107,Y,2,Y,Own
4652,A00007769,Susan Whitfield,365-57-6921,25,High School,1516 Ringe Drive,,Severn,21144,Y,2,Y,Rent
4653,A00005526,Manuel Diaz,334-49-5246,42,MD,150 Meadowview Street,,Marshfield,2050,N,2,Y,Own
4654,A00006156,Bennie Hills,053-92-6288,54,High School,2201 Ontario Road Northwest,,Washington,20009,Y,5,Y,Own
4655,A00008509,Charles Mitchell,445-10-2912,36,Bachelor,584 Rural Hill Road,,Nashville,37217,Y,6,Y,Mortgage
4656,A00000673,Ryan George,391-65-5589,37,College,1313 North Road,,Hinesburg,5461,Y,2,Y,Mortgage
4657,A00007545,Colleen Hides,773-27-0933,44,Masters,1504 East 55th Street,,Savannah,31404,Y,2,N,Rent
4658,A00001969,Mary Abel,127-41-0958,56,Bachelor,2375 Palm Lake Drive,,Merritt Island,32952,Y,3,Y,Rent
4659,A00006894,George Greene,271-08-9751,53,Bachelor,294 East Lakeshore Drive,,Colchester,5446,N,5,Y,Own
4660,A00007067,Kathryn Dean,558-40-5192,39,Bachelor,4493 Heath Circle,,Rohnert Park,94928,N,4,Y,Mortgage
4661,A00009305,Ronnie Lenox,234-13-4922,50,Bachelor,9805 Meadow Vale Drive,,Louisville,40242,Y,2,Y,Own
4662,A00005991,James Wilkinson,099-32-7656,60,Bachelor,14 Huntington Street,,Manchester,6040,N,7,Y,Rent
4663,A00008400,Cheryl Kranawetter,881-71-7151,59,Bachelor,5412 East 22nd Avenue,,Anchorage,99508,Y,5,Y,Mortgage
4664,A00001657,Debra Brewer,587-57-2186,56,High School,5 Meadow Lane,,Rutland,5701,Y,3,Y,Rent
4665,A00001985,James Rapa,808-77-2691,47,High School,1439 2nd Street,,Panama City,32409,Y,3,Y,Rent
4666,A00003100,Eileen Greer,360-89-2572,31,Bachelor,1514 16th Street Southeast,,Washington,20020,Y,4,Y,Mortgage
4667,A00003217,Janice Campbell,331-40-2573,41,High School,34 Belair Drive,,Holbrook,2343,N,2,Y,Rent
4668,A00007021,Natalie Parkinson,689-50-2683,48,Masters,11256 Palos Verdes Court,,Cupertino,95014,Y,7,Y,Own
4669,A00009388,Jewell Church,835-46-1606,41,Bachelor,107 Laurel Green Court,,Savannah,31419,Y,7,Y,Mortgage
4670,A00001339,Danica Muzii,799-07-1026,47,Bachelor,205 West Montgomery Cross Road,#1602,Savannah,31406,Y,2,Y,Mortgage
4671,A00002016,Kathy Truman,712-84-5520,52,MD,819 Beazer Lane,,Nashville,37013,Y,4,Y,Own
4672,A00007514,Jose Young,897-51-9854,34,Bachelor,2613 Southeast 50th Street,,Oklahoma City,73129,Y,2,Y,Mortgage
4673,A00002023,Tracy Scala,537-82-8216,55,High School,713 Ringgold Drive,,Nashville,37207,Y,5,Y,Rent
4674,A00005935,Thomas Gallaher,034-73-1377,36,High School,3904 October Woods Drive,,Nashville,37013,Y,3,Y,Rent
4675,A00003605,Dennis Rye,250-11-6267,25,Bachelor,3420 Horseshoe Circle,,Montgomery,36116,Y,3,Y,Own
4676,A00001088,Spencer Mcelligott,739-94-5486,36,MD,8595 West 81st Drive,,Arvada,80005,Y,7,Y,Mortgage
4677,A00009867,Jeffrey Munyon,471-40-2823,35,High School,114 Middle Road,,,5488,Y,7,Y,Own
4678,A00007389,Debora Whitley,773-33-9685,47,Bachelor,1129 I Street,,Anchorage,99501,Y,2,Y,Mortgage
4679,A00008909,Mariano Pettry,480-43-4409,43,PhD,1609 Porter Avenue,,Nashville,37206,Y,4,Y,Rent
4680,A00002562,Ramona Laney,106-04-9736,64,Masters,725 65th Street,,Oakland,94609,N,2,Y,Rent
4681,A00006714,Dale Lizarraga,154-97-0623,58,,9506 Civic Way,#203,Prospect,40059,N,6,Y,Own
4682,A00009219,Ernestine Wackerly,568-70-6259,29,College,618 Amberjack Drive,,Panama City,32408,Y,5,Y,Rent
4683,A00003897,Samuel Covarrubias,817-15-4399,31,Bachelor,7192 West Topeka Drive,,Glendale,85308,Y,4,Y,Own
4684,A00000448,David Alexander,762-26-3101,41,High School,3404 Lakeside Drive,,Anchorage,99515,N,5,N,Rent
4685,A00003120,Patrick Santillan,192-26-2023,31,College,2021 West Burnett Avenue,,Louisville,40210,N,4,Y,Rent
4686,A00004787,Toby Mcray,241-74-3846,50,High School,2013 Talbot Terrace,,Montgomery,36106,N,7,Y,Rent
4687,A00006818,Anne Caston,198-95-9498,41,PhD,86 Highland Street,,Manchester,6040,N,3,Y,Mortgage
4688,A00000466,Casandra Reece,017-07-9244,40,High School,2409 Park Street,,Selma,93662,N,3,Y,Own
4689,A00001928,Theresa Crozier,845-32-8149,50,High School,3871 Galactica Drive,,Anchorage,99517,Y,6,Y,Mortgage
4690,A00007755,Angel Parks,266-35-2105,32,High School,822 Bowden Street,,Savannah,31415,Y,4,Y,Own
4691,A00005749,William Hatcher,638-03-2582,64,Bachelor,645 G Street,#STE 000101,Anchorage,99501,N,7,Y,Mortgage
4692,A00003226,Roy Read,891-15-9776,55,Bachelor,1509 Hadley Avenue,,Nashville,37138,Y,2,Y,Rent
4693,A00000057,Regine Nelms,865-40-8854,34,Bachelor,15 Taft Street,,Quincy,2169,Y,2,Y,Mortgage
4694,A00005713,Shirley Underhill,635-20-9567,34,High School,2411 Alteras Drive,,Nashville,37211,Y,3,Y,Mortgage
4695,A00009189,Grace Bossey,170-57-0039,40,Bachelor,2318 Camryns Crossing,,Panama City,32405,N,4,Y,Own
4696,A00001660,Francine Schwartz,044-53-3507,41,Bachelor,1234 Carmel Street,,Madera,93638,Y,7,Y,Mortgage
4697,A00009961,Patrica Reay,790-66-8096,46,MD,6 Little Country Place,,Savannah,31406,N,7,Y,Own
4698,A00005091,Tony Little,451-80-4990,58,Masters,2821 Tyson Place,,Louisville,40218,Y,3,Y,Own
4699,A00000968,Dolores Dishaw,793-60-1957,63,High School,6021 Yarrow Street,#A1,Arvada,80004,N,4,Y,Own
4700,A00001349,Shaun Knighton,784-38-4650,41,College,95 Claiborne Street,,Nashville,37210,Y,5,Y,Own
4701,A00006770,Lynn Thurmer,250-39-8506,50,Masters,17 Elm Street,#4,Cambridge,2139,Y,6,Y,Rent
4702,A00000165,Natasha Hartman,183-60-5091,45,High School,239 Eastern Avenue,,Fayetteville,72701,Y,6,Y,Mortgage
4703,A00001765,Phyllis Willemsen,885-36-9729,33,Bachelor,640 Hilliard Street,#6000,Manchester,6042,N,7,Y,Rent
4704,A00008759,Diana Powell,176-52-0430,38,Bachelor,1100 West Bowen Boulevard,F,Fayetteville,72703,Y,4,Y,Mortgage
4705,A00001171,Sheri Burrows,253-80-1667,39,High School,1532 Milvia Street,R A,Berkeley,94709,Y,7,Y,Rent
4706,A00003497,Mark Smothers,328-43-3356,26,Bachelor,5821 Taft Street,,Arvada,80004,N,3,Y,Rent
4707,A00002610,Nicholas Begley,125-79-3791,38,Bachelor,143 Canton Court,,Goodlettsville,37072,N,7,Y,Own
4708,A00008171,Martin Hirsh,209-72-6464,62,Bachelor,2313 South 4th Street,,Louisville,40208,Y,2,Y,Mortgage
4709,A00005402,Selma Cirilo,602-07-6413,42,,126 Marjorie Lane,C,Manchester,6042,Y,7,Y,Rent
4710,A00005851,Vernetta Burns,070-06-0235,54,College,8597 Bay Road,,Pasadena,21122,N,5,Y,Mortgage
4711,A00009106,Anna Bailey,440-12-3386,26,High School,9331 Edison Road,,Lithia,33547,Y,7,Y,Own
4712,A00007595,Matthew Kesselman,027-41-3132,59,Bachelor,1901 North Midwest Boulevard,,Edmond,73034,Y,3,Y,Rent
4713,A00003492,Amanda Essex,286-42-3307,42,High School,205 Homestead Street,#B3,Manchester,6042,Y,2,Y,Rent
4714,A00009281,Patricia Mallory,501-61-8796,30,Masters,1194 Cragmont Avenue,M,Berkeley,94708,Y,5,Y,Rent
4715,A00001533,Ola Montgomery,140-70-4359,35,High School,505 North Washington Avenue,,Fayetteville,72701,Y,2,Y,Rent
4716,A00005008,Victor Barnette,109-01-6224,25,High School,207 High Street,,Manchester,6040,Y,2,Y,Mortgage
4717,A00007444,Jenette Root,866-41-3941,50,Bachelor,103 Razz Way,,Panama City Beach,32408,Y,5,Y,Mortgage
4718,A00009797,Richard Vaughn,312-63-7405,37,Bachelor,4308 Princess Lane,,Nashville,37218,Y,6,Y,Rent
4719,A00008761,Virgina Sherrod,323-73-9699,59,Bachelor,8757 Lamar Circle,,Arvada,80003,Y,2,Y,Mortgage
4720,A00003249,Albert Laughary,270-92-0305,55,Bachelor,8063 Regency Drive,,Pleasanton,94588,N,7,Y,Own
4721,A00002010,Sheila Daniels,099-87-6123,55,Bachelor,3516 North Virginia Avenue,,Oklahoma City,73118,N,2,Y,Rent
4722,A00003053,Derek David,892-73-3564,51,Bachelor,152 Holly Court,,Mountain View,94043,Y,5,Y,Rent
4723,A00007768,Corene Booker,780-62-2860,49,High School,534 Hamilton Street Northeast,,Washington,20011,Y,6,Y,Own
4724,A00002859,Chris Martinez,405-26-2373,35,PhD,32512 Christine Drive,,Union City,94587,N,6,Y,Mortgage
4725,A00006052,Jacob Mccormick,885-88-3804,64,Masters,430 Fig Street,,Madera,93638,Y,4,N,Own
4726,A00003434,Mary Wren,750-34-2919,48,Bachelor,848 Vermont 14,,Woodbury,5650,Y,4,Y,Own
4727,A00002111,James Blocker,388-11-7163,42,High School,2A Cleveland Park Rd,,Freetown,2717,Y,3,Y,Rent
4728,A00007898,Carl Cooper,858-18-1997,42,Bachelor,47634 Kato Road,,Fremont,94538,Y,6,Y,Mortgage
4729,A00009049,David Fadel,548-63-7196,41,Bachelor,109 High Street,,Manchester,6040,Y,7,Y,Rent
4730,A00007291,Simon Robinson,288-27-1719,25,Masters,2811 Battery Place Northwest,,Washington,20016,Y,4,Y,Mortgage
4731,A00008723,Barbara Walsh,827-97-4646,35,Bachelor,17 West 26th Circle,,Fayetteville,72701,N,6,Y,Mortgage
4732,A00004916,Bell Lunt,148-77-4051,61,Bachelor,539 Palermo Road,,Panama City,32405,Y,7,Y,Rent
4733,A00003946,Raymond Godfrey,438-67-2668,25,,1622 Orchard Avenue,,Louisville,40213,N,3,Y,Own
4734,A00007958,John Knudsen,592-56-3494,25,MD,152 Bissell Street,,Manchester,6040,N,4,Y,Rent
4735,A00006200,Jean Wilson,811-12-0057,48,College,10 Tel Road,,Woodford,5201,Y,2,Y,Own
4736,A00002709,Hazel Carroll,355-84-8967,37,,737 Nelson Road,,Ludlow,5149,Y,4,Y,Own
4737,A00005207,William Crittenden,418-85-3401,41,Masters,8307 Brookline Place,,Oklahoma City,73159,Y,2,Y,Rent
4738,A00002049,Emma Englehardt,243-49-6434,26,Masters,200 Hialeah Drive,,Glen Burnie,21060,Y,2,Y,Rent
4739,A00000849,Mary Taylor,521-21-1727,57,Bachelor,309 Brooke Court,,Panama City,32404,Y,5,Y,Mortgage
4740,A00007439,Ethel Simpson,053-60-7654,25,Bachelor,5 Centercrest Drive,,Tyngsborough,1879,Y,2,Y,Own
4741,A00005775,Michael Butts,445-61-1864,36,,73 Lower Main Street,,Morristown,5661,N,6,Y,Mortgage
4742,A00000040,Arletta Chisam,380-57-5499,33,High School,2909 Minnesota Avenue,,Lynn Haven,32444,Y,4,Y,Mortgage
4743,A00007205,James Lee,129-48-2367,44,MD,4331 Foeburn Lane,,Louisville,40207,N,4,Y,Rent
4744,A00002005,Patrick Register,537-53-0573,55,College,3578 Galindo Street,,Oakland,94601,N,2,Y,Rent
4745,A00005374,Michael Frampton,564-98-2595,37,Bachelor,1532 Milvia Street,R A,Berkeley,94709,Y,4,Y,Rent
4746,A00003011,Lisa Garcia,002-89-6059,44,High School,2835 Southwest 78th Street,,Oklahoma City,73159,Y,7,Y,Rent
4747,A00004385,Janice Maze,096-04-3703,54,MD,19091 Northeast 23rd Street,,Harrah,73045,N,2,N,Rent
4748,A00007355,Richard Kunka,656-06-9852,35,Masters,5205 West Thunderbird Road,#1042,Glendale,85306,Y,7,Y,Rent
4749,A00008092,Justin Petry,588-20-0908,29,Masters,65 Jones Lane,,Montevallo,35115,N,4,Y,Mortgage
4750,A00007635,Boyd Beuth,661-17-0027,29,High School,46 Deslauriers Street,,Chicopee,1020,Y,5,Y,Rent
4751,A00009487,Courtney Cashen,853-59-6659,59,High School,1601 Algonquin Parkway,#3,Louisville,40210,N,4,Y,Own
4752,A00007644,David Book,733-62-3345,54,High School,689 Stableway Road,,Pike Road,36064,Y,6,Y,Own
4753,A00002868,Dennis Kovach,462-70-4524,36,Bachelor,61 Thomas Street,#2,Dedham,2026,N,3,Y,Own
4754,A00001231,Oscar Fields,604-35-3800,27,Masters,922 Urciolo Court,,Annapolis,21401,Y,6,Y,Own
4755,A00004248,Timothy Kirchausen,654-44-8563,48,PhD,1015 Castle Road,,Edmond,73034,Y,4,N,Own
4756,A00008990,Phyliss Graham,742-60-7539,46,Bachelor,5123 Ewell Street,,Savannah,31405,N,2,N,Rent
4757,A00002273,Jessie Schleusner,412-48-9510,40,High School,115 Colemont Court,,Nashville,37013,Y,5,Y,Own
4758,A00000821,Jeremy Collin,346-33-0843,52,College,1317 Allison Street Northeast,,Washington,20017,Y,4,Y,Mortgage
4759,A00004466,Harold Taylor,429-74-5892,61,MD,5 Westlund Avenue,,Auburn,1501,Y,3,N,Own
4760,A00004284,Brian Cottrell,580-30-4277,53,Bachelor,2765 North Barcelona Avenue,,Fayetteville,72703,N,6,Y,Mortgage
4761,A00008563,Philip Johnson,053-53-3800,43,Bachelor,8700 Lillington Circle,,Montgomery,36117,Y,2,Y,Own
4762,A00001450,Debra Zavala,470-29-7793,32,Bachelor,4717 Forest Hills Drive,,Noble,73068,Y,5,Y,Own
4763,A00004396,Paul Barrett,122-86-4839,54,Bachelor,1021 Heathfield Circle,,Brentwood,37027,Y,5,Y,Mortgage
4764,A00004361,Terry West,072-40-1952,58,Bachelor,2 Addison Place,,Bloomingdale,31302,Y,2,Y,Rent
4765,A00000615,Brenna Stephens,135-14-1415,26,,110 Lenoak Drive,,Louisville,40214,Y,6,Y,Own
4766,A00007758,Melvin Dale,694-64-9380,44,,233 Juniper Drive,,South Burlington,5403,Y,4,Y,Mortgage
4767,A00000774,Joy Lawless,509-22-7115,57,Bachelor,9 Pierce Road,,Watertown,2472,Y,4,Y,Rent
4768,A00009912,Ebony Cooper,282-37-4634,35,College,1318 4th Street Southwest,,Washington,20024,Y,3,Y,Own
4769,A00004537,Roger Corvin,574-28-2533,57,Bachelor,95 Central Street,A,Springfield,1105,Y,7,Y,Rent
4770,A00009008,Steven Miles,598-86-9783,47,Bachelor,1907 18th Avenue South,,Nashville,37212,Y,7,Y,Rent
4771,A00005843,Elizabeth Izzo,633-68-4401,55,Masters,13116 West Palo Verde Drive,,Litchfield Park,85340,Y,3,Y,Rent
4772,A00002493,Brian Allen,794-80-1692,44,,7113 North 69th Avenue,,Glendale,85303,Y,3,Y,Rent
4773,A00007641,Joel Westlake,784-71-6880,31,Masters,5836 Red Barn Road,,Montgomery,36116,Y,4,Y,Rent
4774,A00008180,William Davis,458-95-6548,63,Masters,1699 Chatham Parkway,#814B,Savannah,31405,N,5,Y,Mortgage
4775,A00004583,Rita Graap,536-40-1617,57,High School,1136 Northwest 31st Street,,Oklahoma City,73118,Y,3,Y,Own
4776,A00008022,Jeffrey Elwick,448-93-2791,38,Bachelor,225 Kennedy Road,,Manchester,6042,Y,4,Y,Mortgage
4777,A00009619,Laura Smith,354-59-9434,64,PhD,320 Northwest 22nd Street,,Oklahoma City,73103,Y,3,Y,Rent
4778,A00003965,Sacha Brodt,244-81-6921,40,Masters,3373 Runnymede Place Northwest,,Washington,20015,N,2,Y,Mortgage
4779,A00003887,Yolanda Mcclure,888-18-7514,64,Masters,1126 Oates Street Northeast,,Washington,20002,Y,4,Y,Rent
4780,A00001570,Debra Chaney,766-55-4710,39,College,120 North Hurstbourne Parkway,#622,Louisville,40222,Y,5,Y,Mortgage
4781,A00009908,Andrew Clark,747-57-6857,51,High School,301 Willow Way,,Lynn Haven,32444,Y,4,Y,Own
4782,A00005926,Bradley Porter,382-28-2221,60,High School,6500 Thurlow Place,,Edmond,73034,Y,7,Y,Rent
