,CUSTOMER_ID,CUSTOMER_NAME,SSN,AGE,CUSTOMER_EDUCATION_LEVEL,ADDRESS_LINE1,CITY,POSTAL_CODE,MARITAL_STATUS,NO_OF_FAMILY_MEMBERS,EMPLOYMENT_STATUS,HOUSE_TYPE
4897,A00001576,Aya Bate,X192391,37,MD,36 Lotissement El Fadl,Bouizakarne,,Y,4,Y,Rent
4898,A00003961,Kawtar Jamal,X871676,39,High School,15 Avenue Zerktouni,Imi n'Tanoute,,Y,5,Y,Rent
4899,A00004770,Fatima El Yousfi,CC581004,29,,6 Avenue Salam,Fes,30000.0,Y,7,Y,Own
4900,A00004117,Fatima El Idrissi,G569460,39,Bachelor,49 Hay Al Massira,Kenitra,14110.0,Y,7,Y,Mortgage
4901,A00006974,Amine Radi,L314445,28,Bachelor,37 Hay Mohammed V,Tetouan,93000.0,Y,6,Y,Mortgage
4902,A00007660,Salma Metouali,AG556292,53,High School,16 Boulevard Salam,Rabat,11025.0,Y,4,Y,Mortgage
4903,A00007335,Taha El Yousfi,G959027,40,College,5 Hay Hassan II,Kenitra,14110.0,N,4,Y,Mortgage
4904,A00000630,Hamza Banoune,X700898,28,Masters,6 Boulevard El Fadl,Temara,,Y,6,Y,Own
4905,A00009976,Hiba Mansour,BJ672919,63,Bachelor,12 Residence Al Houda,Casablanca,20220.0,Y,3,Y,Rent
4906,A00009498,Kawtar Banoune,M642079,50,Bachelor,47 Residence Al Qods,El Jadida,24010.0,Y,5,Y,Mortgage
4907,A00002863,Yahya El Yousfi,AG136505,39,College,47 Boulevard Bernoussi,Rabat,11025.0,Y,2,Y,Own
4908,A00007523,Zineb El Idrissi,SH912179,42,Bachelor,49 Boulevard Hlioua,Laayoune,70000.0,Y,7,Y,Mortgage
4909,A00004374,Hassan Fakhir,L382096,35,High School,1 Residence Salam,Tetouan,93000.0,Y,4,Y,Mortgage
4910,A00008709,Ahmed Benali,AB364272,64,Bachelor,5 Rue Mohammed V,Sale,11000.0,Y,4,Y,Own
4911,A00009980,Rachida Oufkir,BJ203822,53,Bachelor,27 Avenue Al Houda,Casablanca,20220.0,N,2,Y,Mortgage
4912,A00006405,Youssef Mansar,DN130488,63,Bachelor,6 Rue Hassan II,Meknes,50010.0,N,7,Y,Own
4913,A00006783,Taha Moufkir ,L529597,60,MD,11 Boulevard Bernoussi,Tetouan,93000.0,N,4,Y,Mortgage
4914,A00003958,Hiba Dadi,F499140,30,Bachelor,48 Boulevard Hlioua,Oujda,60010.0,Y,5,Y,Rent
4915,A00008157,Adam Radi,EE582721,36,Bachelor,11 Boulevard Al Qods,Marrakech,40000.0,Y,6,Y,Rent
4916,A00002485,Adam Berrada,X390023,56,Bachelor,28 Rue Al Massira,Tissa,,N,3,Y,Own
4917,A00001526,Aziza Lahlou,SH298961,47,Bachelor,46 Residence Centrale,Laayoune,70000.0,N,6,Y,Mortgage
4918,A00003801,Rachida Banoune,F192641,46,Bachelor,42 Rue Salam,Oujda,60010.0,Y,2,Y,Rent
4919,A00003777,Khadija Kibala,AB758193,40,Bachelor,20 Rue Hassan II,Sale,11000.0,Y,3,Y,Own
4920,A00000697,Khaoula Tahiri,EE327970,50,College,16 Lotissement Hassan II,Marrakech,40000.0,N,2,Y,Rent
4921,A00001270,Omar Tazi,CC363242,59,High School,18 Hay Salam,Fes,30000.0,Y,6,Y,Rent
4922,A00001219,Zineb Bate,AB332704,48,Bachelor,31 Boulevard Hassan II,Sale,11000.0,Y,7,Y,Own
4923,A00005370,Noha Radi,L127284,58,Bachelor,16 Residence Bernoussi,Tetouan,93000.0,Y,7,N,Own
4924,A00002857,Amine Amine,AG155697,45,Bachelor,35 Avenue Centrale,Rabat,11025.0,N,6,Y,Rent
4925,A00000433,Othmane Tahiri,X759050,39,Bachelor,43 Rue El Fadl,,,Y,2,Y,Mortgage
4926,A00002875,Adam Farissi,X465548,53,Masters,7 Lotissement Centrale,Ribat El Kheir,,Y,2,Y,Own
4927,A00009118,Ahmed Dadi,QA744733,42,,18 Lotissement Hassan II,Oued Zem,25200.0,Y,5,Y,Mortgage
4928,A00004261,Malak El Idrissi,CC992675,28,MD,21 Residence Hlioua,Fes,30000.0,Y,4,Y,Own
4929,A00004725,Omar Tahiri,X883151,51,High School,49 Boulevard Al Qods,Fquih Ben Salah,,Y,3,Y,Mortgage
4930,A00001494,Taha Skalli,AB612745,33,MD,20 Boulevard Hassan II,Sale,11000.0,Y,3,N,Own
4931,A00000216,Zineb Alaoui,G942052,56,Bachelor,27 Residence Al Houda,Kenitra,14110.0,N,6,Y,Mortgage
4932,A00008257,Noha Amrani,X739851,37,Bachelor,15 Hay Hlioua,Belyounech,,Y,7,Y,Rent
4933,A00009455,Aya Barghoud,M514109,39,High School,47 Residence Al Qods,El Jadida,24010.0,Y,6,N,Rent
4934,A00005345,Omar Eddoughmi,EE744250,30,,17 Boulevard Al Qods,Marrakech,40000.0,Y,5,N,Rent
4935,A00007436,Fatima Tahiri,EE915633,31,High School,4 Boulevard Hlioua,Marrakech,40000.0,N,6,Y,Rent
4936,A00003014,Fatima Bennani,JK854320,40,Bachelor,48 Lotissement Hlioua,Agadir,80000.0,N,2,N,Rent
4937,A00003343,Jamila Berrada,X593094,50,Bachelor,24 Rue Al Massira,Ain Taoujdate,,Y,3,Y,Mortgage
4938,A00007940,Hiba Moufkir ,X443663,26,Bachelor,4 Rue Hassan II,Jaadar,,N,5,Y,Own
4939,A00002298,Khadija Lahlou,EE253971,57,Bachelor,2 Boulevard Bernoussi,Marrakech,40000.0,Y,3,Y,Rent
4940,A00008980,Hajar Berrada,X574061,29,Bachelor,31 Lotissement Hassan II,Agoudal,,N,4,Y,Rent
4941,A00007685,Kaoutar Salhi,X145651,54,College,41 Avenue Mohammed V,,,Y,2,Y,Own
4942,A00003850,Ahmed Mansour,M297581,28,Masters,6 Hay Mohammed V,El Jadida,24010.0,Y,2,Y,Mortgage
4943,A00004215,Hamza Bachri,L703424,55,College,45 Residence Hlioua,Tetouan,93000.0,Y,3,Y,Mortgage
4944,A00002125,Jamila Benali,L488599,28,High School,39 Avenue Bernoussi,Tetouan,93000.0,Y,7,Y,Rent
4945,A00007636,Hajar Benchikh,G559796,27,Bachelor,45 Boulevard Hassan II,Kenitra,14110.0,Y,5,Y,Own
4946,A00002473,Meryem Benali,X503208,44,Bachelor,5 Residence Bernoussi,Taliouine,,Y,7,Y,Mortgage
4947,A00006820,Taha Barghoud,G811439,33,Bachelor,26 Rue Zerktouni,Kenitra,14110.0,Y,3,Y,Rent
4948,A00000393,Salma Salhi,AB880643,49,High School,24 Rue Al Qods,Sale,11000.0,Y,2,Y,Mortgage
4949,A00002085,Malak Banoune,AB753330,27,Bachelor,26 Lotissement Hassan II,Sale,11000.0,N,7,Y,Rent
4950,A00004512,Mohammed Amine Farissi,KB744472,41,Masters,29 Boulevard Centrale,Tanger,90053.0,N,7,Y,Mortgage
4951,A00008016,Aziza El Yousfi,X368844,57,MD,36 Residence Hassan II,Zeghanghane,,Y,2,Y,Own
4952,A00004364,Hamza Bate,DN346245,30,High School,14 Residence Hlioua,Meknes,50010.0,N,6,Y,Rent
4953,A00007527,Meryem Benali,X995671,38,Bachelor,10 Boulevard Zerktouni,Boufakrane,,Y,2,Y,Own
4954,A00001932,Rania Bennani,AB997283,60,Bachelor,35 Avenue Hassan II,Sale,11000.0,Y,7,N,Mortgage
4955,A00008849,Zineb El Yousfi,JC269329,31,College,13 Boulevard Al Qods,Taaroudant,83000.0,Y,2,Y,Own
4956,A00004258,Ahmed El Yousfi,BJ941159,47,Bachelor,6 Lotissement Al Houda,Casablanca,20220.0,N,3,Y,Own
4957,A00008793,Noha Tazi,KB108190,32,Bachelor,39 Hay Mohammed V,Tanger,90053.0,N,7,N,Rent
4958,A00009358,Meryem Benali,EE798458,42,MD,6 Boulevard Centrale,Marrakech,40000.0,N,7,Y,Rent
4959,A00003316,Youssef Amrani,T538012,25,Bachelor,45 Boulevard Al Massira,Mohammedia,28810.0,Y,4,Y,Mortgage
4960,A00006488,Khaoula Fakhir,X114496,60,High School,35 Hay Al Houda,Nzalat,,Y,4,Y,Mortgage
4961,A00009068,Zineb Tahiri,X832155,42,Bachelor,7 Rue El Fadl,Imzouren,,Y,3,Y,Mortgage
4962,A00000413,Hiba Kibala,KB315677,35,Bachelor,20 Boulevard Bernoussi,Tanger,90053.0,Y,7,Y,Rent
4963,A00006776,Aya Kibala,X393622,35,High School,28 Rue Al Massira,Tissa,,Y,3,Y,Rent
4964,A00002738,Kaoutar Fadili,X999198,44,College,39 Rue Al Massira,Bni Ansar,,N,2,Y,Mortgage
4965,A00009226,Omar Mansar,DN911747,38,High School,2 Avenue Zerktouni,Meknes,50010.0,N,4,Y,Mortgage
4966,A00000426,Amine Ouazzani,AG107064,25,Masters,9 Hay El Fadl,Rabat,11025.0,Y,4,Y,Own
4967,A00002362,Rachida Tazi,JA607705,51,Masters,28 Avenue Al Houda,Guelmim,81000.0,Y,2,Y,Rent
4968,A00003205,Yahya Eddoughmi,AB681906,55,Masters,11 Hay Mohammed V,Sale,11000.0,Y,4,Y,Own
4969,A00009544,Othmane Lahlou,Z321268,26,Bachelor,7 Boulevard El Fadl,Taza,35000.0,Y,6,Y,Mortgage
4970,A00003677,Rania Salhi,R624118,55,High School,18 Boulevard Hassan II,El Hoceima,32000.0,Y,5,Y,Own
4971,A00003036,Hajar Fakhir,DN910693,61,High School,33 Hay El Fadl,Meknes,50010.0,Y,2,N,Mortgage
4972,A00007392,Salma Farissi,X900068,54,Bachelor,5 Boulevard Al Houda,Demnate,,Y,6,Y,Rent
4973,A00004666,Meryem Alaoui,CC609036,41,High School,38 Residence Hlioua,Fes,30000.0,Y,3,Y,Own
4974,A00005893,Salma Banoune,X814646,31,Masters,23 Rue Zerktouni,Ijermaouas,,N,5,Y,Mortgage
4975,A00001344,Rachida Fadili,EE970661,48,Bachelor,29 Avenue Al Qods,Marrakech,40000.0,Y,4,Y,Rent
4976,A00008836,Fatima Ezzahra  Berrada,N521948,63,Masters,40 Lotissement Centrale,Essaouira,44000.0,Y,3,Y,Own
4977,A00003816,Mohamed Alaoui,L704031,61,High School,15 Boulevard Al Massira,Tetouan,93000.0,Y,5,Y,Own
4978,A00009615,Khaoula Berrada,KB601160,27,Bachelor,17 Avenue Al Houda,Tanger,90053.0,N,5,Y,Own
4979,A00001323,Zineb Moufkir ,L313350,33,College,45 Residence Hlioua,Tetouan,93000.0,N,5,N,Mortgage
4980,A00003845,Taha Eddoughmi,EE924526,47,PhD,11 Boulevard Al Qods,Marrakech,40000.0,N,4,Y,Own
4981,A00004406,Mohamed Bennani,L609286,58,High School,33 Residence Hassan II,Tetouan,93000.0,Y,3,Y,Rent
4982,A00001629,Amine Fakhir,CC796852,61,Masters,21 Boulevard Hassan II,Fes,30000.0,Y,7,Y,Mortgage
4983,A00007362,Youssef Jamal,F363204,34,Bachelor,15 Lotissement Al Massira,Oujda,60010.0,N,4,Y,Own
4984,A00004982,Khaoula Bachri,KB926324,45,High School,39 Rue Al Houda,Tanger,90053.0,Y,3,Y,Rent
4985,A00007303,Othmane Amrani,AG255932,39,High School,5 Hay Zerktouni,Rabat,11025.0,N,4,Y,Mortgage
4986,A00002652,Kaoutar El Yousfi,X857473,63,Bachelor,35 Boulevard Salam,Bni Walid,,N,5,Y,Mortgage
4987,A00007118,Amine Jamal,L988751,55,,2 Rue Bernoussi,Tetouan,93000.0,Y,6,Y,Own
4988,A00005783,Mohammed Amine Fadili,G361028,31,Masters,43 Lotissement Bernoussi,Kenitra,14110.0,Y,3,Y,Mortgage
4989,A00004037,Khaoula Metouali,BJ162908,36,Bachelor,8 Hay Salam,Casablanca,20220.0,Y,7,Y,Rent
4990,A00002569,Hassan Benchikh,DN863167,63,High School,3 Residence Mohammed V,Meknes,50010.0,Y,4,Y,Own
4991,A00006401,Yahya Benali,X890244,55,Bachelor,13 Avenue El Fadl,Ben Ahmed,,Y,3,Y,Mortgage
4992,A00002499,Rania Benchikh,X881744,49,Bachelor,33 Avenue Mohammed V,Kalaat M'Gouna,,Y,3,Y,Mortgage
4993,A00001837,Taha El Idrissi,BJ649241,40,College,10 Lotissement Al Qods,Casablanca,20220.0,Y,7,Y,Mortgage
4994,A00000830,Hiba Mansar,AB172138,50,Bachelor,9 Boulevard Al Massira,Sale,11000.0,Y,5,Y,Rent
4995,A00001873,Kaoutar Mansar,L761559,57,Bachelor,11 Lotissement Salam,Tetouan,93000.0,N,3,Y,Mortgage
4996,A00000500,Aziza Amine,BJ602666,33,High School,38 Hay Salam,Casablanca,20220.0,Y,2,Y,Rent
4997,A00001823,Hajar Metouali,X430293,30,Bachelor,47 Lotissement Al Massira,Imsouane,,Y,3,Y,Rent
4998,A00007774,Youssef Mansar,KB587990,43,Masters,37 Boulevard Centrale,Tanger,90053.0,Y,6,Y,Rent
4999,A00001283,Noha Amrani,X166106,27,Bachelor,4 Hay Bernoussi,Imi n'Tanoute,,N,4,Y,Own
5000,A00004101,Noha El Fassi,X725625,62,Bachelor,12 Rue Hlioua,Ras El Ma,,Y,6,Y,Mortgage
5001,A00007701,Fatima Ezzahra  Oufkir,AB272117,36,High School,7 Boulevard Al Qods,Sale,11000.0,Y,2,Y,Rent
5002,A00004331,Hassan Benchikh,DN641488,40,High School,35 Lotissement El Fadl,Meknes,50010.0,N,3,Y,Rent
5003,A00009254,Kawtar Fadili,X676490,29,College,31 Lotissement Al Massira,Afso,,Y,4,Y,Own
5004,A00001767,Khaoula Tazi,X133320,33,Bachelor,19 Lotissement Al Houda,Alnif,,Y,3,Y,Mortgage
5005,A00004836,Kawtar Fadili,JK888828,55,High School,28 Lotissement Hlioua,Agadir,80000.0,Y,7,Y,Rent
5006,A00008651,Rania Skalli,X461157,26,,21 Boulevard Hlioua,Er-Rich,,Y,7,Y,Rent
5007,A00009839,Rachida Eddoughmi,CC161522,36,High School,6 Residence Al Qods,Fes,30000.0,Y,2,Y,Mortgage
5008,A00001957,Kaoutar Amrani,X467508,27,Bachelor,37 Residence Hassan II,Imouzzer Kandar,,N,7,Y,Own
5009,A00000141,Mohammed Amine Amrani,SA786160,47,High School,4 Rue Bernoussi,Nador,62000.0,Y,3,Y,Own
5010,A00004929,Adam Fadili,EE314318,56,College,2 Boulevard Bernoussi,Marrakech,40000.0,Y,3,Y,Own
5011,A00007948,Amine Amine,KB997362,64,College,41 Rue Al Massira,Tanger,90053.0,Y,3,Y,Rent
5012,A00007643,Hassan Barghoud,KB243020,39,College,31 Lotissement Mohammed V,Tanger,90053.0,Y,4,Y,Own
5013,A00009000,Noha Kibala,JF323782,50,PhD,43 Hay Zerktouni,Tan Tan,82000.0,Y,5,Y,Rent
5014,A00009826,Khaoula Amine,N422514,54,Bachelor,11 Hay Mohammed V,Essaouira,44000.0,N,4,Y,Mortgage
5015,A00001154,Kaoutar Alaoui,AB348960,63,High School,37 Residence Al Houda,Sale,11000.0,Y,6,Y,Rent
5016,A00004827,Hiba Tazi,CC305300,62,College,26 Avenue Al Houda,Fes,30000.0,N,6,Y,Rent
5017,A00001590,Aya Radi,BJ938605,53,Bachelor,5 Residence Mohammed V,Casablanca,20220.0,N,5,Y,Rent
5018,A00000544,Meryem Banoune,P990785,62,High School,15 Avenue Al Massira,Ouarzazate,45000.0,Y,3,Y,Mortgage
5019,A00008602,Rania Mansar,W749588,49,College,48 Avenue El Fadl,Settat,26000.0,Y,3,Y,Mortgage
5020,A00001406,Khadija Salhi,QA590436,41,Bachelor,15 Hay Hlioua,Oued Zem,25200.0,N,5,Y,Own
5021,A00002539,Othmane Mansar,BJ714565,33,Bachelor,36 Lotissement Zerktouni,Casablanca,20220.0,N,3,Y,Own
5022,A00008141,Rachida Mansour,N180442,32,High School,19 Lotissement Al Houda,Essaouira,44000.0,Y,5,Y,Mortgage
5023,A00000650,Khadija Bate,BJ663513,58,Bachelor,25 Hay Centrale,Casablanca,20220.0,Y,7,Y,Rent
5024,A00002517,Youssef Metouali,AB189675,30,College,26 Hay Bernoussi,Sale,11000.0,Y,3,Y,Own
5025,A00005680,Khadija Berrada,WA438947,42,Masters,1 Lotissement Salam,Berrechid,26100.0,Y,3,Y,Mortgage
5026,A00001903,Adam Berrada,AG632605,30,MD,29 Avenue Mohammed V,Rabat,11025.0,Y,2,Y,Rent
5027,A00002992,Khadija Lahlou,JA353463,26,Bachelor,18 Residence Centrale,Guelmim,81000.0,N,4,Y,Rent
5028,A00007990,Yahya Mansar,DN797573,50,Bachelor,6 Rue Hassan II,Meknes,50010.0,N,2,Y,Own
5029,A00002466,Ahmed Radi,N227214,39,Bachelor,32 Boulevard Al Qods,Essaouira,44000.0,Y,2,Y,Mortgage
5030,A00001195,Kaoutar Mansour,X479926,44,,24 Lotissement Mohammed V,Aklim,,Y,2,Y,Mortgage
5031,A00008192,Othmane Amine,G804113,31,Bachelor,47 Residence Salam,Kenitra,14110.0,N,3,Y,Mortgage
5032,A00003451,Mohamed Berrada,X592524,53,Bachelor,43 Rue Al Massira,Driouch,,N,3,Y,Mortgage
5033,A00000472,Kaoutar Amrani,X377603,35,Masters,43 Residence Bernoussi,El Marsa,,Y,3,Y,Mortgage
5034,A00002987,Fatima Ezzahra  Fadili,BJ266157,34,Bachelor,22 Hay Al Massira,Casablanca,20220.0,N,3,Y,Rent
5035,A00006168,Fatima Benali,X117572,38,Bachelor,21 Avenue Bernoussi,Oulad Hassoune,,Y,2,N,Own
5036,A00008112,Rania Amine,DN332218,38,,4 Hay Hassan II,Meknes,50010.0,Y,5,Y,Mortgage
5037,A00007780,Fatima Oufkir,CC878261,60,MD,26 Boulevard Mohammed V,Fes,30000.0,N,4,Y,Mortgage
5038,A00002471,Salma El Yousfi,KB435287,57,High School,11 Boulevard Hlioua,Tanger,90053.0,N,7,Y,Rent
5039,A00002707,Rachida Amrani,X988392,43,Bachelor,30 Rue Al Massira,El Menzel,,Y,3,Y,Own
5040,A00001774,Noha Benchikh,X618846,33,Bachelor,11 Rue Hlioua,Sebt El Guerdane,,Y,5,Y,Mortgage
5041,A00008511,Kaoutar Amine,JK438783,34,Bachelor,13 Rue Al Massira,Agadir,80000.0,Y,6,Y,Mortgage
5042,A00002665,Amine Mansar,X396061,41,PhD,44 Boulevard Bernoussi,Ouezzane,,Y,4,Y,Mortgage
5043,A00004521,Salma Moufkir ,AB416684,59,Masters,14 Hay Al Qods,Sale,11000.0,N,7,Y,Rent
5044,A00009596,Omar Amine,X675024,54,Bachelor,49 Residence Hassan II,Atouabet,,N,7,Y,Rent
5045,A00006329,Rania Ouazzani,AB858706,29,High School,11 Residence El Fadl,Sale,11000.0,Y,3,Y,Rent
5046,A00004497,Hamza Mansour,CC764530,58,High School,9 Boulevard Hassan II,Fes,30000.0,Y,4,Y,Rent
5047,A00008025,Noha Benali,X752125,37,PhD,21 Residence Bernoussi,Driouch,,Y,3,Y,Rent
5048,A00008403,Hassan Fakhir,KB411008,26,MD,33 Rue Zerktouni,Tanger,90053.0,Y,7,Y,Rent
5049,A00009850,Khaoula El Idrissi,X574256,39,College,40 Residence Salam,Bab Taza,,Y,6,Y,Mortgage
5050,A00008162,Aya Fakhir,CC860983,59,College,49 Avenue Al Houda,Fes,30000.0,Y,2,N,Own
5051,A00008636,Ahmed Mansour,F657943,31,Bachelor,20 Residence Zerktouni,Oujda,60010.0,N,5,Y,Mortgage
5052,A00001759,Omar Metouali,F223350,48,Bachelor,31 Hay Zerktouni,Oujda,60010.0,Y,2,Y,Rent
5053,A00004727,Kawtar Salhi,X769085,29,,25 Boulevard Al Massira,Sidi Taibi,,Y,5,Y,Own
5054,A00000786,Omar Mansar,X909981,52,Masters,14 Residence Salam,Nouaceur,,Y,3,Y,Mortgage
5055,A00002282,Hamza Barghoud,X298207,36,High School,42 Avenue Bernoussi,Imilchil,,N,3,N,Own
5056,A00001621,Malak Mansar,CC901606,63,PhD,39 Residence Hlioua,Fes,30000.0,Y,3,Y,Mortgage
5057,A00005599,Mohamed Mansar,X739906,48,High School,42 Residence Al Qods,Ain Harrouda,,Y,6,Y,Own
5058,A00004402,Taha Moufkir ,X452010,43,Bachelor,43 Residence Salam,Aknoul,,Y,5,Y,Mortgage
5059,A00008595,Noha El Yousfi,G152323,54,Bachelor,8 Avenue Zerktouni,Kenitra,14110.0,Y,3,Y,Rent
5060,A00009296,Rania Fakhir,JK619531,32,High School,40 Lotissement Al Massira,Agadir,80000.0,N,4,Y,Own
5061,A00006265,Adam El Yousfi,KB423028,58,High School,22 Rue Centrale,Tanger,90053.0,N,4,Y,Own
5062,A00005375,Mohammed Amine Bachri,AG877525,54,College,28 Lotissement Hlioua,Rabat,11025.0,Y,5,Y,Mortgage
5063,A00000883,Kawtar El Yousfi,CC986295,29,Bachelor,43 Avenue Al Houda,Fes,30000.0,Y,2,Y,Mortgage
5064,A00000617,Kaoutar Bachri,X919885,25,Bachelor,44 Boulevard Bernoussi,Ouezzane,,Y,6,Y,Own
5065,A00000036,Omar Mansar,EE383461,44,Bachelor,9 Avenue Centrale,Marrakech,40000.0,Y,3,Y,Rent
5066,A00007294,Omar Banoune,AB104949,47,College,25 Avenue El Fadl,Sale,11000.0,N,3,Y,Rent
5067,A00007438,Youssef Kibala,AB127918,32,Bachelor,35 Hay Bernoussi,Sale,11000.0,N,5,Y,Own
5068,A00006451,Jamila Metouali,P957444,29,Masters,14 Avenue Al Massira,Ouarzazate,45000.0,Y,5,Y,Own
5069,A00004694,Zineb Skalli,DN481956,48,Bachelor,7 Hay Centrale,Meknes,50010.0,N,2,Y,Rent
5070,A00000379,Rania Amrani,R759440,47,High School,32 Avenue Hlioua,El Hoceima,32000.0,Y,4,Y,Own
5071,A00008950,Hassan Tahiri,JK262323,56,College,34 Rue Mohammed V,Agadir,80000.0,N,2,Y,Own
5072,A00004401,Fatima Ezzahra  Mansar,X799689,40,,28 Residence Hassan II,Zaouiat Cheikh,,N,2,Y,Rent
5073,A00002196,Youssef Fadili,X164143,44,Masters,24 Hay Salam,Missour,,N,4,Y,Rent
5074,A00003323,Amine El Fassi,CC889391,35,Bachelor,35 Hay Al Houda,Fes,30000.0,Y,2,Y,Own
5075,A00007870,Khaoula El Idrissi,AB531628,42,High School,18 Avenue Bernoussi,Sale,11000.0,Y,4,Y,Own
5076,A00009846,Yahya Mansar,SA627793,28,High School,31 Avenue Mohammed V,Nador,62000.0,Y,3,Y,Mortgage
5077,A00006007,Jamila Oufkir,JK172120,33,Bachelor,17 Boulevard Hlioua,Agadir,80000.0,N,3,Y,Mortgage
5078,A00006103,Kaoutar Kibala,CC228108,26,Bachelor,19 Residence Hassan II,Fes,30000.0,Y,6,Y,Mortgage
5079,A00005453,Meryem Bate,X831974,36,Bachelor,30 Lotissement Al Massira,Agdz,,Y,5,Y,Mortgage
5080,A00008340,Salma Moufkir ,Z780824,60,Masters,48 Lotissement Salam,Taza,35000.0,Y,2,Y,Mortgage
5081,A00009393,Aya Berrada,L800090,55,Bachelor,24 Hay Hlioua,Tetouan,93000.0,N,3,Y,Own
5082,A00005380,Aya Metouali,HH296660,61,College,38 Avenue Al Houda,Safi,46000.0,Y,7,Y,Rent
5083,A00004835,Ahmed Alaoui,KB959160,39,Bachelor,37 Rue Hlioua,Tanger,90053.0,Y,2,Y,Own
5084,A00006927,Fatima Bachri,X686886,58,MD,35 Boulevard Al Houda,Oued Amlil,,N,6,Y,Own
5085,A00006301,Rachida El Idrissi,BJ602763,52,Bachelor,17 Rue Centrale,Casablanca,20220.0,N,2,Y,Mortgage
5086,A00008068,Kawtar Berrada,DN205995,31,PhD,33 Residence Salam,Meknes,50010.0,Y,4,Y,Own
5087,A00000091,Khadija El Fassi,BJ975968,47,Bachelor,9 Residence Hlioua,Casablanca,20220.0,Y,7,Y,Rent
5088,A00005165,Fatima Ezzahra  Amrani,X875164,29,Bachelor,43 Lotissement Centrale,Oued Amlil,,Y,3,Y,Own
5089,A00005441,Rania Berrada,X205479,29,College,42 Boulevard El Fadl,Ouezzane,,Y,5,Y,Own
5090,A00006696,Meryem Barghoud,X476504,48,Masters,30 Lotissement Al Massira,Agdz,,Y,2,Y,Mortgage
5091,A00003938,Noha Bate,EE464642,41,Masters,21 Avenue El Fadl,Marrakech,40000.0,Y,4,Y,Rent
5092,A00008846,Hamza Barghoud,N819821,31,College,29 Lotissement Mohammed V,Essaouira,44000.0,Y,3,Y,Own
5093,A00007772,Othmane Lahlou,N792833,49,Bachelor,27 Hay Salam,Essaouira,44000.0,Y,2,Y,Mortgage
5094,A00003844,Khadija Mansar,BJ797517,53,Masters,10 Hay Hlioua,Casablanca,20220.0,Y,5,Y,Rent
5095,A00007934,Rachida Dadi,R687948,35,High School,22 Hay Zerktouni,El Hoceima,32000.0,N,4,Y,Mortgage
5096,A00004286,Zineb Alaoui,VA461956,28,College,34 Residence Bernoussi,Midelt,54350.0,Y,4,Y,Own
5097,A00007589,Hajar Tahiri,EE139164,58,High School,25 Boulevard Centrale,Marrakech,40000.0,N,4,Y,Rent
5098,A00005960,Yahya Metouali,X938700,48,PhD,28 Boulevard Salam,Icht,,Y,4,N,Own
5099,A00001211,Salma Alaoui,EE995765,25,High School,46 Hay Centrale,Marrakech,40000.0,Y,6,Y,Own
5100,A00004918,Omar Amrani,X515996,45,Bachelor,11 Rue Hlioua,Sebt El Guerdane,,Y,2,Y,Own
5101,A00004270,Aya Moufkir ,F854934,54,College,14 Boulevard Bernoussi,Oujda,60010.0,N,2,Y,Rent
5102,A00004226,Mohamed Bachri,F666204,53,Bachelor,15 Avenue Al Qods,Oujda,60010.0,Y,7,N,Mortgage
5103,A00002636,Rania Benchikh,AB327820,60,Bachelor,42 Avenue Salam,Sale,11000.0,N,3,Y,Mortgage
5104,A00004287,Kaoutar Amine,F521850,31,College,35 Boulevard Mohammed V,Oujda,60010.0,N,7,N,Mortgage
5105,A00003490,Fatima Ezzahra  Benchikh,AB802862,45,Masters,7 Boulevard Salam,Sale,11000.0,Y,4,N,Rent
5106,A00000528,Jamila Fakhir,X482673,37,Bachelor,8 Lotissement Mohammed V,Boujniba,,Y,2,Y,Mortgage
5107,A00009749,Othmane Dadi,BJ740496,61,PhD,13 Lotissement Bernoussi,Casablanca,20220.0,Y,5,Y,Rent
5108,A00003355,Zineb El Idrissi,DN955265,32,Bachelor,11 Rue Hassan II,Meknes,50010.0,N,4,Y,Mortgage
5109,A00001865,Omar El Fassi,BJ646724,29,Bachelor,17 Boulevard Mohammed V,Casablanca,20220.0,Y,6,Y,Rent
5110,A00009005,Youssef Fadili,X697373,56,High School,26 Boulevard Al Massira,Kehf Nsour,,N,2,Y,Mortgage
5111,A00000256,Fatima Ezzahra  El Idrissi,X526734,64,PhD,22 Lotissement Centrale,El Hajeb,,Y,4,Y,Own
5112,A00005093,Amine El Yousfi,X765896,57,Bachelor,30 Boulevard Al Massira,Sidi Zouine,,N,2,Y,Rent
5113,A00009765,Hajar Dadi,X550975,29,High School,34 Hay Bernoussi,Khourubga,25000.0,Y,6,Y,Rent
5114,A00009029,Hajar Tazi,AB903682,56,Bachelor,6 Hay El Fadl,Sale,11000.0,Y,7,Y,Own
5115,A00003436,Hiba Metouali,AB954563,49,Bachelor,4 Avenue Al Massira,Sale,11000.0,N,3,Y,Rent
5116,A00001474,Amine Skalli,X789727,25,College,17 Avenue Al Massira,Ait M'hamed,,Y,3,Y,Mortgage
5117,A00009246,Omar Lahlou,X592996,46,College,9 Avenue Centrale,Oulad Teima,,Y,6,Y,Rent
5118,A00001434,Kawtar Fadili,X492881,64,High School,5 Avenue Bernoussi,Rhaf Sai,,Y,6,Y,Own
5119,A00000284,Omar Jamal,AB938448,37,Bachelor,13 Hay Al Qods,Sale,11000.0,Y,6,Y,Rent
